model,manufacturer,prodYear,price,engineVolume,mileage
Camry,TOYOTA,2019,251,2.5,39552 km
X5,BMW,2008,140,3,240000 km
Ramcharger,DODGE,2012,392,3.6,258990 km
Sonata,HYUNDAI,2006,10036,3.3,243200 km
Hilux,TOYOTA,1998,7527,2,123000 km
A4,AUDI,2002,8781,3,265600 km
Range Rover Evoque,LAND ROVER,2012,50178,2.0 Turbo,125000 km
Pilot,HONDA,2005,4704,3.5,145000 km
Sonata,HYUNDAI,2016,15681,2,267209 km
H1,HYUNDAI,2015,35344,2.5,90660 km
E 240,MERCEDES-BENZ,2000,8154,2.6,314000 km
FIT,HONDA,2013,15925,1.3,86996 km
Camry,TOYOTA,2014,23521,2.5,47152 km
E 300,MERCEDES-BENZ,2017,314,2,26802 km
Fusion,FORD,2013,15681,2,134982 km
Escape,FORD,2008,21953,2.5,93000 km
Sonata,HYUNDAI,2016,11290,2,258906 km
Lacetti,DAEWOO,2009,5959,2,75644 km
GL 450,MERCEDES-BENZ,2013,2274,4.6,230397 km
Prius V ALPINA,TOYOTA,2015,11000,1.8,123000 km
Elantra,HYUNDAI,2017,4547,2,115974 km
Fiesta,FORD,2014,11604,1.6,49000 km
RX 300,LEXUS,2000,12544,3,209123 km
E 500,MERCEDES-BENZ,2005,17249,5,125000 km
Orlando,CHEVROLET,2014,28059,2,73650 km
Sonata,HYUNDAI,2011,18826,2,145219 km
Sprinter 315CDI,MERCEDES-BENZ,2007,31361,2.1 Turbo,268022 km
Prius,TOYOTA,2012,13485,1.8,0 km
Pajero,MITSUBISHI,1995,9408,2.5 Turbo,205000 km
X5,BMW,2007,19130,3,310000 km
Outlander,MITSUBISHI,2012,21326,2.4,7964 km
H1,HYUNDAI,2014,34074,2.5,126970 km
Lacetti,CHEVROLET,2011,11099,1.8,142600 km
Prius,TOYOTA,2012,314,1.8,411923 km
Camry,TOYOTA,2018,18817,2.5,35058 km
Camry,TOYOTA,2017,29793,2.5 Turbo,32000 km
Civic,HONDA,2017,31675,1.5,46935 km
Prius,TOYOTA,2013,21012,1.8,150000 km
Taurus interceptor,FORD,2014,15367,3.8,280000 km
Civic,HONDA,2011,941,1.8,177250 km
Optima,KIA,2014,470,2.4,141410 km
Santa FE,HYUNDAI,2017,53154,2,105751 km
Elgrand,NISSAN,2004,12544,3.5,122000 km
RIO lx,KIA,2014,16308,1.6,100800 km
Passat,VOLKSWAGEN,2014,18503,1.8 Turbo,144000 km
Elantra,HYUNDAI,2007,11368,1.6,122587 km
FIT,HONDA,2004,6899,1.3,98000 km
X5 XDRIVE 35D,BMW,2012,43435,3.5 Turbo,243087 km
Camry,TOYOTA,2014,11133,2.5,179381 km
Jetta SEL,VOLKSWAGEN,2013,20385,2.0 Turbo,163000 km
Odyssey,HONDA,2012,4234,3.5,236698 km
Prius,TOYOTA,2013,3450,1.8,74838 km
Actyon,SSANGYONG,2016,43868,1.6,43300 km
CT 200h,LEXUS,2012,28225,1.8,128297 km
GLA 250,MERCEDES-BENZ,2016,39201,2.0 Turbo,48000 km
Prius,TOYOTA,2012,22266,1.8,57000 km
Highlander,TOYOTA,2010,125,3.3,316912 km
Captiva,CHEVROLET,2009,6429,2,74594 km
Sonata,HYUNDAI,2013,9252,2,102788 km
Elantra,HYUNDAI,2014,25889,1.6,147957 km
Pajero IO,MITSUBISHI,1999,7370,1.8,156000 km
Wrangler,JEEP,2010,17249,3.8,1000 km
Optima,KIA,2014,16151,2,38878 km
H1,HYUNDAI,2008,24860,2.5,134955 km
Camry,TOYOTA,2012,22894,2.5,200000 km
ES 350,LEXUS,2019,10349,3.5,13147 km
Atenza,MAZDA,2015,17000,2.2,59000 km
E 350,MERCEDES-BENZ,2011,314,3.5,132630 km
G 300,MERCEDES-BENZ,1988,15681,2.9 Turbo,138000 km
Jetta,VOLKSWAGEN,2002,7100,2,20000 km
Sonata,HYUNDAI,2018,55932,2,50310 km
Sonata,HYUNDAI,2015,9252,2,603970 km
RX 450 H,LEXUS,2010,37633,3.5,180800 km
Prius,TOYOTA,2011,251,1.8,230939 km
Cruze LT,CHEVROLET,2017,14113,1.4 Turbo,89620 km
Liberty,JEEP,2002,8154,3.7,208000 km
RX 350,LEXUS,2015,3293,3.5,71939 km
Sonata,HYUNDAI,2015,12544,2,553481 km
REXTON,SSANGYONG,2011,24123,2,162977 km
Agila,OPEL,2001,3800,1,184592 km
Escape,FORD,2009,188,2.5,196682 km
Highlander sport,TOYOTA,2012,37633,3.5,134114 km
Focus,FORD,2014,14113,2,13000 km
E 350,MERCEDES-BENZ,2013,157,3.5,237158 km
Avella,KIA,2014,1882,2,89526 km
Santa FE,HYUNDAI,2015,39559,2,99000 km
Civic,HONDA,2010,470,1.3,264132 km
Prius,TOYOTA,2015,12544,1.8,118410 km
E 320,MERCEDES-BENZ,2000,7840,3.2,111111 km
Teana,NISSAN,2008,12500,3.5,160000 km
Escape,FORD,2009,220,2.5,193614 km
REXTON,SSANGYONG,2015,45633,2,59077 km
Highlander,TOYOTA,2010,1725,3.3,226198 km
X5,BMW,2001,14426,4.4,3000 km
Camry,TOYOTA,2011,15681,2.5,165222 km
Actyon,SSANGYONG,2016,39797,1.6,97181 km
Elgrand,NISSAN,2004,80,3.5,215000 km
Aveo,CHEVROLET,2012,13297,1.6,46000 km
Genesis,HYUNDAI,2009,12231,3.3,159747 km
Forester,SUBARU,2006,1098,2.5,262298 km
Optima,KIA,2016,35908,1.7,30177 km
GX 470,LEXUS,2007,140,4.7,150000 km
Prius,TOYOTA,2015,2038,1.8,104795 km
Camry,TOYOTA,2018,9722,2.5,127515 km
Elantra,HYUNDAI,2013,26475,1.6,94415 km
Prius,TOYOTA,2009,16935,1.8,124000 km
Forester,SUBARU,2002,8467,2.5,237688 km
Focus TITANIUM,FORD,2012,16935,2,155607 km
Vitz,TOYOTA,2007,10036,1.3,125000 km
Sonata,HYUNDAI,2010,15850,2,152566 km
Serena,NISSAN,2003,7683,2,1800 km
Wrangler,JEEP,2011,45473,3.8,120000 km
Focus,FORD,2012,10976,2,121000 km
FIT,HONDA,2005,35,1.5,183000 km
C 180,MERCEDES-BENZ,1995,4077,1.8,200000 km
Sonata,HYUNDAI,2010,14069,2,170000 km
Cayenne,PORSCHE,2012,55823,3.6,91000 km
Aqua,TOYOTA,2014,38975,1.5,51000 km
Avalon,TOYOTA,2014,706,2.5,189216 km
Elantra,HYUNDAI,2011,17249,1.8,177600 km
Elantra,HYUNDAI,2015,19444,1.8,96000 km
Santa FE,HYUNDAI,2016,40390,2,175089 km
Elantra,HYUNDAI,2015,70,1.8,96000 km
Prius,TOYOTA,2016,18817,1.8,74098 km
RX 450,LEXUS,2013,1019,3.5,138038 km
RX 450,LEXUS,2013,941,3.5,361603 km
Q5,AUDI,2010,29166,3.2,150000 km
X5,BMW,2012,9408,3,149520 km
FIT,HONDA,2010,30,1.3,0 km
328,BMW,2015,42337,2.0 Turbo,26000 km
XV,SUBARU,2013,5645,2,105523 km
Highlander,TOYOTA,2009,7997,3.3,251278 km
Sonata,HYUNDAI,2015,3607,2.4,229192 km
I30,HYUNDAI,2010,10976,1.6 Turbo,156000 km
Fusion,FORD,2013,19444,1.5 Turbo,100000 km
Tundra,TOYOTA,2014,3293,5.7,0 km
Prius,TOYOTA,2008,6272,1.5,240000 km
Cayenne,PORSCHE,2011,56450,3.5,171000 km
Volt,CHEVROLET,2014,220,1.4,110958 km
Sonata,HYUNDAI,2012,4234,2.4,123862 km
Corolla,TOYOTA,2016,3920,1.8,155942 km
Elantra,HYUNDAI,2014,18500,1.6,179664 km
Pathfinder,NISSAN,2011,19500,4,127000 km
X1,BMW,2013,28852,2.0 Turbo,10000 km
Acadia,GMC,2016,8781,2.5,116786 km
RAV 4,TOYOTA,2011,23207,2.5,198400 km
I30,HYUNDAI,2012,17346,1.6,151136 km
Forte,KIA,2015,13172,1.8,72000 km
E 350,MERCEDES-BENZ,2016,1568,3.5,77205 km
740,BMW,2011,29793,3,123803 km
Aqua,TOYOTA,2014,30906,1.5,42000 km
X5,BMW,2012,10820,3,229966 km
Prius C,TOYOTA,2012,10900,1.5,244800 km
Accord CL9 type S,HONDA,2003,9408,2.4,180000 km
CT 200h,LEXUS,2011,4077,1.8,228610 km
Actyon,SSANGYONG,2017,42987,1.6,60013 km
500 turbo,FIAT,2012,15681,1.4 Turbo,58000 km
Tucson,HYUNDAI,2017,30712,1.7,50380 km
Prius,TOYOTA,2012,19914,1.8,110000 km
Note,NISSAN,2008,9722,1.5,170000 km
Elantra,HYUNDAI,2018,33076,1.6,41523 km
Elantra,HYUNDAI,2016,18503,1.6,33091 km
Transit,FORD,1997,7527,2.5,1000 km
Fiesta,FORD,2011,12858,1.4,160000 km
RAV 4,TOYOTA,2016,549,2.5,74053 km
Insight,HONDA,2013,12544,1.3,175930 km
Sonata,HYUNDAI,2015,470,2.4,135730 km
GLA 250,MERCEDES-BENZ,2017,314,2,46413 km
Transit,FORD,1998,9408,2.5,11111 km
TSX,ACURA,2010,2979,2.4,203061 km
Tucson,HYUNDAI,2016,35902,2,99821 km
Sprinter,MERCEDES-BENZ,2004,15053,2.2 Turbo,169000 km
Lacetti,CHEVROLET,2010,11676,1.8,153966 km
Aqua L paketi,TOYOTA,2014,13172,1.5,70000 km
Santa FE Ultimate,HYUNDAI,2015,43592,2.0 Turbo,76000 km
Prius,TOYOTA,2010,706,1.8,221760 km
Elantra,HYUNDAI,2013,18189,1.8,115200 km
Fusion,FORD,2015,10036,2,100747 km
Explorer,FORD,2015,48566,3.5,143604 km
X5,BMW,2014,25089,3,141384 km
Camry,TOYOTA,2013,16621,2.5,136861 km
C-MAX,FORD,2013,12544,2,144000 km
E 320,MERCEDES-BENZ,1998,8154,3.2,220000 km
Sprinter 311,MERCEDES-BENZ,2009,31361,2.2 Turbo,350000 km
Civic,HONDA,2019,34635,2,2927 km
X-Terra,NISSAN,2012,18503,4,138965 km
Jetta,VOLKSWAGEN,2011,16308,2,97600 km
Prius,TOYOTA,2013,21012,1.8,243200 km
FIT,HONDA,2005,7213,1.3,176000 km
Jetta,VOLKSWAGEN,2012,13485,2.5,160000 km
Cruze,CHEVROLET,2009,6586,1.6,75996 km
Sonata,HYUNDAI,2010,15132,2,185120 km
FIT,HONDA,2010,12231,1.3,93000 km
Sonata,HYUNDAI,2012,15850,2,187794 km
Aveo,CHEVROLET,2009,6269,1.2,73816 km
Elantra,HYUNDAI,2011,20266,1.6,94910 km
Sonata,HYUNDAI,2012,282,2.4,226814 km
Tucson,HYUNDAI,2018,54346,2,46503 km
Avella,KIA,2017,1019,2,11971 km
C 180,MERCEDES-BENZ,1995,4077,1.8,2014 km
Optima,KIA,2012,18817,2.4,119700 km
SOUL,KIA,2018,549,2,91283 km
RAV 4,TOYOTA,2016,40769,2.5,60000 km
E 350,MERCEDES-BENZ,2010,12388,3.5,189530 km
Sonata,HYUNDAI,2010,14454,2,171734 km
Aqua,TOYOTA,2013,6611,1.5,143686 km
RAV 4,TOYOTA,2012,7527,2.5,157232 km
Fusion,FORD,2013,392,2,215965 km
GX 470,LEXUS,2015,47042,4.6,106918 km
Sonata,HYUNDAI,2017,25089,2.4,50000 km
325,BMW,2003,10663,2.5,76000 km
Sprinter,MERCEDES-BENZ,1998,20385,2.9 Turbo,111111 km
Forester,SUBARU,2015,6899,2.5,90392 km
X6,BMW,2011,8154,4.4,147677 km
Camry,TOYOTA,2012,21012,2.5,101000 km
Highlander,TOYOTA,2010,5645,3.3,345405 km
Fred,HONDA,2018,16000,1.5,0 km
H1,HYUNDAI,2010,21009,2.5,92336 km
C 300,MERCEDES-BENZ,2015,64917,2.0 Turbo,83000 km
E 350,MERCEDES-BENZ,2014,30734,3.5,200179 km
C-MAX,FORD,2013,19757,2,93450 km
ES 300,LEXUS,2011,39026,3.5,63905 km
320 Gran Turismo,BMW,1999,6272,2.2,55000 km
E 280 CDI,MERCEDES-BENZ,2008,24462,3.0 Turbo,292000 km
Prius C,TOYOTA,2013,13172,1.5,0 km
A4,AUDI,2010,17562,2.0 Turbo,220000 km
X5,BMW,2011,188,3,196330 km
Fusion,FORD,2013,4077,2,320554 km
Civic,HONDA,2017,50526,2,41747 km
RAV 4,TOYOTA,2016,48610,2.5,19000 km
Legacy,SUBARU,2005,4077,2.0 Turbo,234082 km
X6,BMW,2013,627,4.4,118656 km
Jetta,VOLKSWAGEN,2012,2117,2,150285 km
Fusion,FORD,2015,19444,2.5,90000 km
Prius,TOYOTA,2010,15681,1.8,133000 km
Prius,TOYOTA,2015,1176,1.8,134835 km
Vitz,TOYOTA,2002,7527,1,90000 km
Vitz,TOYOTA,2001,5175,1,175000 km
GX 460,LEXUS,2012,52059,4.6,229334 km
E 350,MERCEDES-BENZ,2011,16621,3.5,119379 km
E 36 AMG,MERCEDES-BENZ,2010,470,5.5,199203 km
REXTON,SSANGYONG,2016,52106,2.2,94638 km
Camry,TOYOTA,2007,18503,2.4,22000 km
Prius C,TOYOTA,2014,40,1.4,256000 km
Swift,SUZUKI,2014,9000,0.7,11000 km
Elantra,HYUNDAI,2016,21326,2,67000 km
FIT,HONDA,2012,30,1.3,145000 km
Outlander sport,MITSUBISHI,2015,19444,2.4,177600 km
SX4,SUZUKI,2013,1411,2,193504 km
Astra astra,OPEL,1997,2500,2,290000 km
Optima,KIA,2013,11604,2.4,180800 km
A4,AUDI,2008,14113,2.0 Turbo,190400 km
Camry,TOYOTA,2019,251,2.5,39552 km
Fiesta,FORD,2014,8311,1.6,107738 km
Cruze,CHEVROLET,2012,15994,1.4 Turbo,74000 km
Astra,OPEL,2000,7213,1.6,215000 km
Prius,TOYOTA,2010,13172,1.8,368000 km
311,MERCEDES-BENZ,1998,15994,2.8 Turbo,0 km
Captiva,CHEVROLET,2015,27174,2.2,69320 km
Highlander,TOYOTA,2008,314,3.3,0 km
Civic,HONDA,2012,14113,1.5,142000 km
Camry SE,TOYOTA,2014,22580,2.5,29800 km
FIT,HONDA,2006,8311,1.3,163000 km
Cerato,KIA,2015,20918,1.6,41250 km
Camry,TOYOTA,2012,4077,2.5,214098 km
E 320,MERCEDES-BENZ,2004,16308,3.2,130000 km
ML 350,MERCEDES-BENZ,2012,1725,4.6,180659 km
Elantra,HYUNDAI,2016,27356,0,65004 km
Q5,AUDI,2012,470,2,340106 km
RX 350,LEXUS,2010,470,3.5,138070 km
X5,BMW,2015,82166,3.0 Turbo,80000 km
Vito 2.2,MERCEDES-BENZ,2005,10976,2.2 Turbo,215000 km
Cruze,CHEVROLET,2013,18519,2,163855 km
Prius,TOYOTA,2007,9408,1.5,85000 km
Insight,HONDA,2010,1098,1.3,187312 km
Cruze,CHEVROLET,2013,13877,1.8,137538 km
RX 350,LEXUS,2015,3293,3.5,71939 km
Fusion,FORD,2015,23521,2,84800 km
Sonata,HYUNDAI,2011,7056,2,85419 km
Actyon,SSANGYONG,2016,21790,1.6,40598 km
Touareg,VOLKSWAGEN,2004,7840,3.2,140000 km
Camry,TOYOTA,2019,65858,2.5,7000 km
Elantra,HYUNDAI,2010,13476,1.6,132967 km
Camry,TOYOTA,2013,25089,2.5,134700 km
Orlando,CHEVROLET,2017,22266,2,48432 km
CT 200h,LEXUS,2016,6743,1.8,71904 km
Note,NISSAN,2005,6272,1.5,156000 km
Fiesta,FORD,1998,4077,1.5,11580 km
Camry,TOYOTA,2012,392,2.5,314373 km
Pajero IO,MITSUBISHI,2000,5645,1.8,10000 km
E 200,MERCEDES-BENZ,2000,7840,2.0 Turbo,0 km
535,BMW,2012,1646,3,129834 km
Elgrand,NISSAN,2003,12544,3,185000 km
Elantra,HYUNDAI,2014,15681,1.8,149000 km
Genesis,HYUNDAI,2008,10349,3.8,136192 km
Camry,TOYOTA,2013,941,2.5,225510 km
Fusion,FORD,2016,549,2,50195 km
Sonata,HYUNDAI,2017,42987,2,13148 km
GLE 350,MERCEDES-BENZ,2017,862,3.5,53070 km
Sonata,HYUNDAI,2015,10976,2,669145 km
Prius C,TOYOTA,2012,5645,1.5,99000 km
Orlando,CHEVROLET,2016,27093,1.6,51287 km
Prius,TOYOTA,2013,17719,1.8,268800 km
Forester,SUBARU,2014,19757,2.5,145000 km
Prius,TOYOTA,2010,4704,1.8,319301 km
ML 350,MERCEDES-BENZ,2008,282,3,213998 km
Captiva,CHEVROLET,2015,23678,2,30000 km
Land Cruiser Prado,TOYOTA,2019,250,3.0 Turbo,33000 km
Santa FE,HYUNDAI,2014,40983,2,120871 km
Genesis,HYUNDAI,2009,13463,3.8,187143 km
Sorento,KIA,2017,5018,2.4,63803 km
Volt,CHEVROLET,2018,941,1.5,43128 km
Camry,TOYOTA,2014,1098,2.5,254230 km
Fiesta,FORD,2012,13485,1.6,100300 km
Camry,TOYOTA,2013,392,2.5,78670 km
Santa FE,HYUNDAI,2017,37633,2.4,79309 km
Aqua,TOYOTA,2015,39615,1.5,43578 km
Camry,TOYOTA,2013,5018,2.5,190549 km
Fusion,FORD,2014,157,2,186048 km
REXTON,SSANGYONG,2009,9252,2.7,60227 km
Camry,TOYOTA,2013,21953,2.5,78082 km
F150,FORD,2016,132971,3.5,30573 km
Escape,FORD,2008,188,0.4,209843 km
525,BMW,2004,10349,2.5,250000 km
Elantra,HYUNDAI,2014,19130,1.6,142495 km
Camry,TOYOTA,2015,21326,2.5,14004 km
535 Twinturbo,BMW,2012,40456,3.0 Turbo,176480 km
Aqua,TOYOTA,2014,10349,1.5,134800 km
Insight,HONDA,2010,13799,1.3,112000 km
Prius,TOYOTA,2008,50,1.5,135000 km
416,MERCEDES-BENZ,2000,22894,2.7 Turbo,333333 km
Camry,TOYOTA,2016,31361,2.5,54400 km
Pajero,MITSUBISHI,1995,7213,2.5 Turbo,1958 km
Elantra,HYUNDAI,2017,4547,2,115974 km
Prius,TOYOTA,2009,1882,1.5,142426 km
Actyon,SSANGYONG,2017,41811,1.6,33216 km
ML 350,MERCEDES-BENZ,2011,39201,3.0 Turbo,74500 km
Tucson,HYUNDAI,2016,37000,2,136027 km
E 320,MERCEDES-BENZ,1999,11000,3.5,0 km
Camry,TOYOTA,2016,10349,2.5,70066 km
328,BMW,2013,29793,3,98000 km
Vectra,OPEL,1998,6586,1.6,195256 km
Avensis,TOYOTA,2004,10036,2,138643 km
Sonata Hibrid,HYUNDAI,2014,22894,2.4,76000 km
Fiesta,FORD,2015,15053,1.6,108000 km
Sonata,HYUNDAI,2011,7056,2,61208 km
Elantra,HYUNDAI,2016,25889,1.6,63276 km
E 350,MERCEDES-BENZ,2011,16621,3.5,119379 km
Elantra,HYUNDAI,2012,20005,1.6,104997 km
Cruze,CHEVROLET,2017,22894,1.4 Turbo,46800 km
Prius s,TOYOTA,2013,19130,1.8,65000 km
Captiva,CHEVROLET,2007,4359,2,52699 km
RIO lX,KIA,2014,14740,1.6,76800 km
Actyon,SSANGYONG,2018,43868,1.6,200401 km
RX 350,LEXUS,2012,47000,3.5,170000 km
Camry,TOYOTA,2014,15994,2.5,1440000 km
Grand Cherokee,JEEP,1997,3450,4,0 km
QX80,INFINITI,2017,17562,5.6,54854 km
Highlander,TOYOTA,2009,784,3.3,472304 km
Will Vs,TOYOTA,2002,2195,1.8,150000 km
Forester,SUBARU,2013,7527,2.5,263459 km
FIT,HONDA,2007,8781,1.3,188000 km
Prius BLUG-IN,TOYOTA,2012,21012,1.8,108773 km
Tucson,HYUNDAI,2010,22649,2,166320 km
Santa FE,HYUNDAI,2013,40983,2,95000 km
REXTON,SSANGYONG,2010,19416,2.7,181385 km
GX 470,LEXUS,2008,549,4.7,0 km
Sprinter,MERCEDES-BENZ,2005,16935,2.2 Turbo,183000 km
Elantra,HYUNDAI,2014,15681,1.8,95000 km
Outback,SUBARU,2003,9408,2.5,270000 km
Camry,TOYOTA,2007,16621,2.4,215000 km
Sonata,HYUNDAI,2013,2979,2.4,191848 km
Orlando,CHEVROLET,2012,23207,2,132043 km
Astra,OPEL,2005,12858,1.3 Turbo,18900 km
Optima,KIA,2013,17249,2.4,152480 km
Prius,TOYOTA,2007,7997,1.5,453000 km
Vitz,TOYOTA,2002,60,1.3,100000 km
Prius,TOYOTA,2010,12541,1.8,136000 km
530,BMW,2004,14113,3,416000 km
Tucson,HYUNDAI,2019,59006,2,14000 km
Q7,AUDI,2014,8467,3,98803 km
Camry,TOYOTA,2014,10349,2.5,0 km
Presage RIDER,NISSAN,2003,7527,2.5,190000 km
Elantra,HYUNDAI,2011,20005,1.6,94479 km
Aqua,TOYOTA,2013,12388,1.5,121840 km
RAV 4,TOYOTA,2014,392,2.5,168661 km
Sonata,HYUNDAI,2013,15053,2.4,52528 km
X5,BMW,2012,862,3,133342 km
Tucson,HYUNDAI,2014,25264,2,191980 km
Yaris IA,TOYOTA,2018,21012,1.5,20549 km
E 300 AVANTGARDE-LTD,MERCEDES-BENZ,2007,14113,3,75000 km
Sonata,HYUNDAI,2012,4077,2.4,259934 km
Santa FE,HYUNDAI,2020,96749,2,9146 km
528,BMW,2014,42337,2.0 Turbo,156000 km
X5,BMW,2006,130,4.4,90000 km
FIT,HONDA,2012,10976,1.3,114000 km
Prius,TOYOTA,2012,16621,1.8,158302 km
Santa FE,HYUNDAI,2010,23734,2.2,115505 km
Accent,HYUNDAI,2012,1725,1.6,104509 km
CT 200h,LEXUS,2013,1019,1.8,0 km
X5,BMW,2004,15681,4.4,224000 km
ML 350,MERCEDES-BENZ,2012,157,3,221312 km
H1,HYUNDAI,2014,24433,2.5,128000 km
Sonata,HYUNDAI,2015,9722,2,486563 km
E 200,MERCEDES-BENZ,2001,3000,2,11111 km
E 350,MERCEDES-BENZ,2010,1646,3.5,205968 km
GL 450,MERCEDES-BENZ,2011,627,4.6,163298 km
REXTON,SSANGYONG,2013,34419,2,95430 km
GX 460,LEXUS,2015,784,4.6,102885 km
X5,BMW,2004,16935,3.0 Turbo,250000 km
GLE 350,MERCEDES-BENZ,2017,4704,3.5,59331 km
E 350,MERCEDES-BENZ,2011,9879,3,273186 km
Camaro,CHEVROLET,2013,29793,3.6,134400 km
Outlander,MITSUBISHI,2011,17249,2,112000 km
Aqua,TOYOTA,2014,10349,1.5,73000 km
Tucson,HYUNDAI,2013,23932,2,166762 km
Fusion,FORD,2014,1098,2.5,284880 km
Tucson,HYUNDAI,2006,13172,2.7,160000 km
Veloster,HYUNDAI,2015,25089,1.6 Turbo,59000 km
Astra,OPEL,1999,6272,1.6,1650 km
Demio,MAZDA,2002,5959,1.5,11000 km
Prius,TOYOTA,2016,28539,1.8,31000 km
A7,AUDI,2014,3058,3,140507 km
E 350,MERCEDES-BENZ,2013,470,3.5,220696 km
ML 350,MERCEDES-BENZ,2012,26657,3,271701 km
Sentra,NISSAN,2018,1490,1.8,11469 km
Prius,TOYOTA,2008,9722,1.5,240000 km
Cerato,KIA,2016,18660,1.6,28647 km
Escalade,CADILLAC,2012,19444,6.2,137210 km
Camry,TOYOTA,2012,1568,2.5,119765 km
Actyon,SSANGYONG,2010,12306,2,199868 km
Actyon,SSANGYONG,2016,41281,1.6,77000 km
Tucson,HYUNDAI,2012,28830,2,120950 km
Prius,TOYOTA,2011,18817,1.8,178000 km
328,BMW,2011,21326,3,220763 km
H2,HUMMER,2004,62722,6,100070 km
Prius,TOYOTA,2010,16308,1.8,135797 km
550 GT,BMW,2009,49550,4.4 Turbo,167000 km
Camry,TOYOTA,2012,23521,2.5,214098 km
Prius,TOYOTA,2008,11290,1.5,173000 km
Astra,OPEL,1999,7683,1.6,19066 km
Grand Cherokee,JEEP,2019,23834,3.6,14096 km
528,BMW,1993,3000,2.8,111000 km
Sonata,HYUNDAI,2014,10036,2,362454 km
Prius,TOYOTA,2010,14426,1.8,188800 km
Sonata,HYUNDAI,2016,16308,2,310064 km
Impreza,SUBARU,2015,10976,2,96000 km
E 320,MERCEDES-BENZ,2000,9408,3.2,192000 km
Elysion,HONDA,2004,20385,3,0 km
290,MERCEDES-BENZ,1999,11290,2.9 Turbo,370000 km
320,BMW,2012,28852,2.0 Turbo,190000 km
Passat,VOLKSWAGEN,2016,1725,1.8,89525 km
Santa FE,HYUNDAI,2014,24932,2,52197 km
Juke,NISSAN,2012,17249,1.6 Turbo,99000 km
Volt,CHEVROLET,2017,627,1.5,102379 km
Santa FE,HYUNDAI,2016,51373,2.2,140552 km
X5,BMW,2014,100355,4.4 Turbo,0 km
Sonata,HYUNDAI,2015,12544,2,553481 km
GX 460,LEXUS,2012,52059,4.6,229334 km
Micra,NISSAN,2004,7997,1.2,248000 km
ML 350,MERCEDES-BENZ,2008,4547,3,213998 km
Optima,KIA,2013,17562,2.4,130000 km
H1,HYUNDAI,2009,15994,2.5,74121 km
Accent,HYUNDAI,2012,12720,1.6,169486 km
Vectra,OPEL,2003,8781,3,199000 km
Actyon,SSANGYONG,2017,42692,1.6,29308 km
Sonata,HYUNDAI,2015,9252,2,374013 km
Elantra,HYUNDAI,2014,24709,1.6,133480 km
Camry,TOYOTA,2012,2430,2.5,228717 km
Highlander,TOYOTA,2012,9565,3.5,285186 km
ML 500,MERCEDES-BENZ,2005,16308,5,168520 km
Sonata,HYUNDAI,2017,45044,2,87810 km
Sonata,HYUNDAI,2016,10036,2,514781 km
X5 X-Drive,BMW,2007,32929,4.8,248000 km
Fusion,FORD,2013,28225,2,126000 km
Getz,HYUNDAI,2006,8467,1.4,0 km
Korando,SSANGYONG,2012,15850,2,142014 km
E 350,MERCEDES-BENZ,2008,4547,3.5,494317 km
325,BMW,2001,5018,2.5,160000 km
Impala,CHEVROLET,2016,53540,2.5,62230 km
Sonata,HYUNDAI,2012,11917,2.4,116000 km
1000,MAZDA,2015,1176,2.5,142800 km
Aqua,TOYOTA,2013,8938,1.5,109000 km
Elantra,HYUNDAI,2011,20005,1.6,106616 km
A4,AUDI,2010,15681,2.0 Turbo,192000 km
Transit,FORD,1998,7840,2.5,1000 km
FIT,HONDA,2012,7300,1.3,100000 km
Prius,TOYOTA,2008,8154,1.5,200000 km
500C,FIAT,2014,25089,1.4,20000 km
E 350,MERCEDES-BENZ,2009,3450,3.5,109139 km
616,MAZDA,2018,3136,2.5,67066 km
XV,SUBARU,2014,10506,2,142211 km
Combo,OPEL,2003,9095,1.7,16500 km
Sonata,HYUNDAI,2011,10976,2.4,149000 km
Prius,TOYOTA,2007,9095,1.5,150000 km
Prius,TOYOTA,2010,470,1.8,408997 km
E 350,MERCEDES-BENZ,2014,392,3.5,29675 km
Sonata,HYUNDAI,2014,157,2.4,274981 km
Sonata,HYUNDAI,2014,6429,2,531500 km
CLS 350 AMG,MERCEDES-BENZ,2008,28225,3.5,77300 km
Venza,TOYOTA,2013,941,2.7,177894 km
Camry,TOYOTA,2013,22580,2.5,47000 km
R 320,MERCEDES-BENZ,2007,26657,3.0 Turbo,180000 km
Caliber,DODGE,2012,9408,2,133000 km
Tiida,NISSAN,2005,8467,1.5,111111 km
Elantra,HYUNDAI,2012,14454,1.6,149935 km
Cherokee,JEEP,2014,392,3.2,171734 km
Sonata,HYUNDAI,2013,4077,2.4,111930 km
Land Rover Sport,LAND ROVER,2012,65858,3.0 Turbo,110000 km
CLK 320,MERCEDES-BENZ,2000,9408,3.2,1000 km
Camry,TOYOTA,2019,3450,2.5,9626 km
Elantra,HYUNDAI,2010,15423,1.6,80861 km
Caliber,DODGE,2010,10349,2,90000 km
Elantra,HYUNDAI,2012,15681,1.8,236800 km
Cruze,CHEVROLET,2015,16308,1.4,144000 km
GX 470,LEXUS,2010,16308,4.6,357246 km
GX 460,LEXUS,2012,54568,4.6,255406 km
CC,VOLKSWAGEN,2013,27598,3.6,101000 km
Orlando,CHEVROLET,2013,20814,2,151522 km
E 300,MERCEDES-BENZ,2017,314,2,26802 km
Sonata,HYUNDAI,2016,15681,2,195432 km
Fusion,FORD,2013,941,2,294016 km
